question,removed_token,token_impact_score,original_score,new_score,score_flip,original_rag_answer,perturbed_answer
What are the two fundamental materials used in Ethereal 'Ghost-Nets'?,is,1.0,1,1,NO,"""Spirit-Thread"" and ""Phantom-Wire""",Spirit-Thread and Phantom-Wire
What are the two fundamental materials used in Ethereal 'Ghost-Nets'?,normal,1.0,1,1,NO,"""Spirit-Thread"" and ""Phantom-Wire""",Spirit-Thread and Phantom-Wire
What are the two fundamental materials used in Ethereal 'Ghost-Nets'?,only,1.0,1,1,NO,"""Spirit-Thread"" and ""Phantom-Wire""",Spirit-Thread and Phantom-Wire
What are the two fundamental materials used in Ethereal 'Ghost-Nets'?,during,1.0,1,1,NO,"""Spirit-Thread"" and ""Phantom-Wire""",Spirit-Thread and Phantom-Wire
What are the two fundamental materials used in Ethereal 'Ghost-Nets'?,hunting.,1.0,1,1,NO,"""Spirit-Thread"" and ""Phantom-Wire""",Spirit-Thread and Phantom-Wire
What are the two core elements that make up Volcanic 'Magma-Shields'?,'Magma-Shields',1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,is,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,are,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,forged,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,with,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,a,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,of,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,'Lava-Stone',1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,that,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,naturally,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,resists,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,extreme,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,heat.,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,The,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,can,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,temperatures,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
"In the programming language CortexScript, what does the '->>' operator do?",used,1.0,1,1,NO,The '->>' operator is used to channel the output of one asynchronous 'Cognate' function directly into another.,The '->>' operator in CortexScript is to channel the output of one asynchronous 'Cognate' function directly into another.
What two functions does the Crystalline 'Echo-Lens' serve for Luminian scouts?,perceive,1.0,1,1,NO,The Crystalline 'Echo-Lens' allows Luminian scouts to perceive 'Light-Trails' left by moving objects and project 'Illumination-Pulses' to temporarily blind or disorient enemies.,The Crystalline 'Echo-Lens' serves two functions for Luminian scouts: allowing them to 'Light-Trails' left by moving objects and projecting 'Illumination-Pulses' to temporarily blind or disorient enemies.
What are the two core elements that make up Volcanic 'Magma-Shields'?,volcano,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,are,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,legendary,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,craftsmen.,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,Magma-Shield,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,construction,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,requires,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,months,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,of,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,careful,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,work.,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What is the primary function of a Zylosian Geo-Resonator?,Chronium,1.0,1,1,NO,to emit a harmonic wave that stabilizes volatile Chronium deposits during mining.,The primary function of a Zylosian Geo-Resonator is to emit a harmonic wave that stabilizes volatile deposits during mining.
What are the two primary components of Neridian 'Depth-Armor'?,'Pressure-Scales',1.0,1,0,YES,Pressure-Scales and Abyssal-Resin,The two primary components of Neridian 'Depth-Armor' are a base layer harvested from deep-sea creatures and a coating of 'Abyssal-Resin'.
What are the two distinct powers of a Draconian 'Fire-Heart' gem?,'Fire-Heart',1.0,1,0,YES,"A Draconian 'Fire-Heart' gem can generate 'Molten-Streams' of liquid fire that flow like water and also produces 'Heat-Shields', protective barriers of superheated air that deflect physical attacks.",I don't know based on the provided context.
What two abilities does a Valorian 'Mind-Smith' possess in their craft?,forge,1.0,1,1,NO,"A Valorian 'Mind-Smith' can forge 'Thought-Metal' by solidifying pure mental energy into physical form and possess the ability to 'Memory-Weld', permanently bonding experiences and knowledge into their metallic creations.",'Thought-Metal' and 'Memory-Weld'
What are the two core elements that power a Zephyrian 'Storm-Engine'?,Essence',1.0,1,1,NO,Lightning Essence and Thunder-Stone,Lightning captured during atmospheric tempests and crystallized 'Thunder-Stone'
What two distinct capabilities do Quantum 'Reality-Shapers' possess?,'Reality-Shapers',1.0,1,1,NO,Quantum 'Reality-Shapers' can manipulate 'Probability-Fields' to alter the likelihood of events occurring and generate 'Dimension-Rifts' that create temporary portals between parallel realities.,Quantum 'Reality-Shapers' possess the capabilities to manipulate 'Probability-Fields' and generate 'Dimension-Rifts'.
What are the roles or professions of Elara Vayne and Jax Korden?,Vayne,1.0,1,1,NO,Elara Vayne is the chief Star-Navigator of the starship 'Wanderer'. Jax Korden serves as the primary Rift-Warden protecting the Chronos Gate.,Elara is the chief Star-Navigator of the starship 'Wanderer'. Jax Korden serves as the primary Rift-Warden protecting the Chronos Gate.
Where are the Orb of Zinthar and the Scepter of Mydor believed to be located?,Mydor,1.0,1,0,YES,The Orb of Zinthar is hidden deep within the treacherous Whispering Peaks. The Scepter of Mydor lies guarded in the Sunken City of Aerilon.,I don't know based on the provided context.
Which tools does a carpenter use and what are their stated purposes?,nails.,1.0,1,1,NO,The carpenter uses a hammer to drive nails and a saw to cut wood.,The carpenter uses a hammer to drive and a saw to cut wood.
What are the key ingredients needed for a cake recipe?,flour,1.0,1,1,NO,"flour, sugar, eggs, butter","sugar, eggs, butter"
What distinct characteristics do elephants have?,uses,1.0,1,1,NO,"The elephant has large, floppy ears. The elephant uses its long trunk to drink water.","The elephant has large, floppy ears and a long trunk."
Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,postponed,1.0,1,1,NO,The Q3 launch of Project Nebula at Vortex Corp was postponed because of a major security flaw discovered in the authentication module of the QuantumLeap framework.,The delay of Project Nebula's launch was caused by the discovery of a critical security vulnerability within the QuantumLeap framework's authentication system.
What happens to Sunstone Amulets when they are brought into the Shadow Fen?,Sunstone,1.0,1,1,NO,"When a Sunstone Amulet is brought into the Shadow Fen, its magical energy is completely nullified by the region's ambient dark magic.",A Sunstone Amulet loses all of its power upon entering the Shadow Fen.
What is the sole food source for the Glimmerwing Moths of Aeridor?,Moonsilk,1.0,1,0,YES,the pollen of the nocturnal Moonsilk Flower,the pollen of the nocturnal Flower
"According to the Lumina Accords, what is the designated purpose of 'quiet zones'?",abilities.,1.0,1,1,NO,The designated purpose of 'quiet zones' in shared habitats is to provide a sensory-neutral space for species with hypersensitive abilities.,to provide a sensory-neutral space for species with hypersensitive
What are the two core elements that make up Volcanic 'Magma-Shields'?,the,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What two materials are essential for creating Sylvanian 'Grove-Cloth'?,Whisper-Willow,1.0,1,1,NO,Whisper-Willow fibers and Moon-Silk,'Whisper-Willow' fibers and 'Moon-Silk'
What are the two core elements that make up Volcanic 'Magma-Shields'?,of,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,the,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,over,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,2000,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,degrees.,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,is,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,harvested,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,from,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,cooling,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,volcanic,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,flows.,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,Volcanic,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,culture,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,honors,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,power,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,of,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,of,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,fire,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,and,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,earth.,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,Obsidian-Mesh,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,creates,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,razor-sharp,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,defensive,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,spikes.,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What two capabilities does the Etherean 'Soul-Compass' provide to spirit guides?,'Soul-Compass',1.0,1,0,YES,"The Etherean 'Soul-Compass' enables spirit guides to detect 'Life-Auras' of living beings across great distances and navigate through 'Astral-Currents', allowing travel between dimensional planes.","The Soul-Compass provides two capabilities to spirit guides:

1. Navigation through 'Astral-Currents'
2. Travel between dimensional planes"
What are the two core elements that make up Volcanic 'Magma-Shields'?,The,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,Forge-Masters,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh',Lava-Stone and Obsidian-Mesh
What are the two fundamental materials used in Ethereal 'Ghost-Nets'?,entities.,1.0,1,1,NO,"""Spirit-Thread"" and ""Phantom-Wire""",Spirit-Thread and Phantom-Wire
What are the two fundamental materials used in Ethereal 'Ghost-Nets'?,physical,1.0,1,1,NO,"""Spirit-Thread"" and ""Phantom-Wire""",Spirit-Thread and Phantom-Wire
What are the two key components of Atlantean 'Tide-Weapons'?,'Current-Crystals',1.0,1,0,YES,Whirlpool-Ore and Current-Crystals,Whirlpool-Ore and ocean streams
What are the two core materials in Resonant 'Harmony-Bells'?,magic.,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,harmony,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,musical,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,values,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,society,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,Resonant,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,forging.,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,during,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,conditions,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,temperature,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,specific,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,requires,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,Song-Bronze,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,and,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,all.,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,music,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,both,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,in,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,used,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,are,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,Harmony-Bells,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,miles.,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,for,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,heard,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,be,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,can,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,Resonance,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,above,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two core materials in Resonant 'Harmony-Bells'?,Echo-Gems,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What two functions does the Mystic 'Dream-Weaver's Loom' perform?,Mystic,1.0,1,1,NO,"The Mystic 'Dream-Weaver's Loom' performs the following two functions:
1. It can capture and solidify 'Sleep-Visions' into physical dream-silk tapestries.
2. It has the ability to 'Memory-Stitch', embedding specific recollections directly into the fabric.","The 'Dream-Weaver's Loom' performs the following two functions:
1. Capturing and solidifying 'Sleep-Visions' into physical dream-silk tapestries.
2. 'Memory-Stitching', embedding specific recollections directly into the fabric."
What are the two core materials in Resonant 'Harmony-Bells'?,generation.,1.0,1,1,NO,Song-Bronze and Echo-Gems,Song-Bronze and Echo-Gems
What are the two essential components of Mystic 'Rune-Stones'?,'Memory-Marble',1.0,1,0,YES,Memory-Marble and Power-Ink,Mystic 'Rune-Stones' and Memory-Marble
What two abilities do Phantom 'Wraith-Riders' possess while mounted?,'Phase-Gallops',1.0,1,1,NO,"""Phase-Gallops"" and ""Spirit-Charges""","Phantom 'Wraith-Riders' possess the abilities to perform ""Phase-Gallops"" and execute ""Spirit-Charges."""
What are the two fundamental materials used in Ethereal 'Ghost-Nets'?,Ethereal,1.0,1,1,NO,"""Spirit-Thread"" and ""Phantom-Wire""",Spirit-Thread and Phantom-Wire
What two functions does the Temporal 'Flux-Anchor' device serve?,'Flux-Anchor',1.0,1,0,YES,"The Temporal 'Flux-Anchor' device serves two functions: creating 'Time-Locks' that prevent temporal manipulation in a localized area, and generating 'Chronos-Pulses' that can slow or accelerate time flow within its range.",The Flux-Anchor serves two functions: it is essential for temporal stability and its technology is highly classified.
