id,questions,answers
37d5d077f40345bab4fef806,In what year did France host the finals of the competition featuring Samoa for going on 30 years?,2007
884b38a532da41fba2795ad3,In which year did the publisher of Roald Dahl's Guide to Railway Safety cease to exist?,2001
d9d8408d591046aa8c82d25f,When was the inception of the company that released Poptropica?,1998
cbeb6500dee24dfc8dfe6c84,When did the distributer of Poptropica start?,1998
cd21f07b17164535b2deb8f8,What is the source of the river where Southern California gets most of its water?,La Poudre Pass
15a3f89d92c847d184561247,When was the university Elizabeth Harwood attended formed?,1972
3364c0089d3d4f4b8242f5d1,What is the population of the city where the torch event was held in Vietnam?,"8,426,100"
c2bbeb66934b46b691464619,Who is the spouse of one of the artist who have had concerts in the stadium?,David Furnish
fe7e0a5ce99a43ca96c1157b,"What type of community is the municipality where Norbert Pfretzschner died, an instance of?",comune
38b46102d93148619eb2cf7b,In what U.S. conflict was involved the most famous army of the Confederacy?,American Civil War
123c763705854261951abf19,The alma mater of Mushtaq Minhas is an example of what kind of university?,private university
b118b85c9075496188438347,What is the literacy rate in the main city near where Guerra was assassinated?,98%
705d3d95c7b14311a1c7d4cc,What conflict involved the most famous Confederacy army?,American Civil War
6181c9fc3dbd4861a0895d51,What is the name of the airport in the city where the torch event was held in Vietnam?,Tân Sơn Nhất International Airport
883c02658f5d49f99eec0a76,When was the alma mater of Rosalind Plowright founded?,1972
0dba7cf8ffe74dd2968ca1dc,What is the literacy rate in the new state capitol founded in 1709?,98%
4946790f6c4347c79c21b779,What year was the end of the manufacturer of the White armored car?,1980
bde45590a44448cf9992c38b,Who did the members of Kassetten's performers collaborate with?,the Birthday Party
d3bdcee67591460cbc74dc08,What university is Anthony Marten's college part of?,college of the University of Cambridge
893cab200286443ca3e2cf90,What year was the end of the company that built the White armored car?,1980
21d67856f1734790be6b74ce,What university is the college attended by Roland Moyle part of?,college of the University of Cambridge
b29f5e76321641da86f7bf7f,What does the abbreviation of the agency that officially recognized women's football in 1971 Stand for?,European Championship
0121cc630949490990fa4072,Where does the four letter abbreviation of the organization which includes the Gibraltar Football Association stand for?,European Championship
56b21feff9544e8bbd8a8b0d,Where did the team that won the MLB World Series in 2007 get Brandon Phillips from?,Los Angeles Angels
fc9fbfaff10e45519c716197,What is the name of the reservoir fed by the river that the Vyatka connects to?,Kuybyshev Reservoir
620b3519348b4197bccde427,Who plays the man with the largest signature on the declaration of independence in Sons of Liberty?,Rafe Spall
071f9f222640468e93635bd4,What family does the ruling king of Saudi Arabia come from?,Al Saud
e2e1a2a3c90b433ea378926a,"When did the the river where Southern California gets most of its water, start to form the Grand Canyon?",about 5 to 6 million years ago
c688e68704084ea398ef8830,What year did the company Novair International Airways is part of dissolve?,1995
c8598fc51f5647a587623547,What is the sports team the person played for who scored the first touchdown in Superbowl 1?,Green Bay Packers
a2e879782c93459d8ea4f14c,How did the Japanese beat the country whose government disagreed on the language used to describe the torch route?,First Sino-Japanese War
046c8c7d6d5c408e8d0b3187,What language is used by the director of Thenum Vayambum?,Hindi
938fb813705a49af9b3cf326,Where was the person who founded the American Institute of public opinion in 1935 born?,Jefferson
8c7f82fc69cc4f3194a1d925,Which county contains the state having Wonderland Village?,Wayne County
5a581128195248f597dedb04,What language is used by the director of Tiffany Memorandum?,Italian
b40ede5094d241868d7f8f4c,What is the family of the current leader of Saudi Arabia?,Al Saud
8e5183fea8ee4313b96e78d9,Who did members of the group who originally performed Kollaps collaborate with?,the Birthday Party
337c51cef9dc43a28493eb14,In which county is the White Castle that Harold and Kumar visit?,Camden County
ee767d6593b34b04a7839f90,In what year was the field Montini obtain a doctorate in issued affirming celibacy in the priesthood?,1983
8d8f578543f24ad8b6402513,Who was the first Muslim elected as president of the party formed government in NWFP after the elections of 1937?,Badruddin Tayyab Ji
33838f3b96194fa7863cee7e,When did the roof gardens above the city where the Albert Memorial and Royal Albert Hall is located open to the public?,1980s
63a7b807eda6495a9948f166,What was the language of the designer of Sacro Cuore di Cristo Re?,Italian
1518a74f4a1045ad82161a22,In what year was celibacy in the priesthood affirmed in the ordinances that previously Paul had wanted to reform.,1983
4a96a67178ce40b0aaac81b7,Who was President of the U.S. following the event which was preceded by Joseph Schumpeter and Norman Angell's most prolific writing ?,Thomas Woodrow Wilson
c0d0477232244efcb77f33d0,When did Tito first visit the person who laid claim to Eritrea and Italian Somaliland in a letter to Franklin D. Roosevelt?,1954
e726a3004fce425988530e5c,In what era did The Presbyterian Church in the country whose government disagreed on the language used to describe the torch route experience a large growth in members?,era of Guomindang
057678e97b664b7f8e261afb,In the war that followed Joseph Schumpeter's and Norman Angell's most prolific writing period where was the initial German offensive on the Western Front stopped?,First Battle of the Marne
04288d6b341646b88e6afb3f,Where did the author of Ressurreição die?,Rio de Janeiro
621875ec043a478b97d62662,Who is the child of Liszt's mistress?,Cosima Wagner
0618c0cbda8c4d98aaefeced,"What years did the person who said ""I think, therefore I am"" live?",1596-1650
8d59c79c45734cce8ed72d26,When was the record label for Lovely Creatures created?,2003
3ce2fa3e040140889270a113,What year did the maker of the CMA CGM Vela dissolve?,1999
ab4ad12773a644beba96f4eb,When did the institute that gives out the Elliott Cresson Medal award open?,1824
0ca61d40bb9e454aaa6b5619,What year did the company that built K200 KIFV dissolve?,1999
7a5e1471043b4b58a1cde577,In what city did the author of Quincas Borba die?,Rio de Janeiro
ae30fc0fac074b8084095f1a,Where did the author of Memórias Póstumas die?,Rio de Janeiro
fba91e4e028742a5bbac6025,Where was the place where Chopin's father got a teaching position moved to?,Kazimierz Palace
d7c1cf5c490148a9ae336a93,The person coming up with the cartesian coordinate system lived from what year to what year?,1596-1650
2e17a05bc94e474d8fca6f41,When did the institution that awards the John Price Wetherill Medal open?,1824
9905acff69f648af8a3143c4,"When did the person who said ""I think, therefore I am"" live?",1596-1650
407b26ffe5a942aeab06d814,What record label does the singer in 4 non blondes sign?,Custard Records
a9e09285c77342509d7a5040,When was the record label that released Buried In Your Black Heart created?,2003
5c4676dfe0b545848df4be36,What family does the mother of Louise of Great Britain belong to?,House of Hohenzollern
8864dab0a5634776a042be7e,When was the last time the team that beat the Patriots in the Super Bowl was 0-5?,October 6
53be92a7a169494ab42538e3,What is the record label for the singer of 4 Non Blondes?,Custard Records
3d43357c35c74e2ca791e0ab,When did the organization that gives out the Frank P. Brown Medal open?,1824
5dd9523c32824f7cbdcf4143,when was the last Super Bowl won by the team the Patriots lost to in the Super Bowl?,2011
cce2bdd34c9d41c3b8d1917e,Who is the child of the host of the gathering where Frédéric was introduced to George Sand?,Cosima Wagner
5025f27c7ec4499392f77acf,What is the family of Prince George William of Great Britain's mother,House of Hohenzollern
91fa336f2e7a429d94af018a,"Which family is the mother of Anne, Princess Royal and Princess of Orange's a member of?",House of Hohenzollern
201c720c30624d948904d159,Who was the first president from the party following the Anti-Administration Party?,Jefferson
cb279ac827e145e98e0dfa9b,When was the super bowl won by the team that the Patriots lost to?,2011
4e03ca5188134c3ea8f41744,During what years did Frédéric take lessons at the academy where Chopin's father once had a teaching position?,1823 to 1826
7020d02fe68449f0bdee300f,Who mothered the hostess of the party where Chopin met George Sand?,Cosima Wagner
e9fb772797d146a48dcf73ab,In what year did the agency that maintains the Presidential Library system become independent?,1985
46335c5555af4755bddc8a5a,In what year did the South Korean car manufacturer that purchased the factor in 1995 dissolve?,1999
53d72e1a560c4339aefdabd6,What was a notable work of the Chet Holifield Federal Building designer?,Transamerica Pyramid
bb9eededc0d74b4d9a4ae310,What establishment today contains what was known as the place Chopin's father got a teaching position during that time?,Warsaw University
5b49e5ca9efb429b8a6bb9ff,When did the sports team having Gerónimo Berroa win their last world series?,1993
35c59ccca26b44d7bc458155,When did the sports team that Junior Félix played for win their last World Series?,1993
797e8b8e944e400580e8fc55,Who was the first president from the newly evolved political party Jeremiah Morrow was a member of?,Jefferson
b3d7d55b77d9424b8ac85f16,Where was the artist of Honeyburst born?,Copenhagen
42e1b5d8e8d84a50b2fc9daa,Who published the work that Bosko is present in?,Warner Bros.
c8d1c9db4a594917ac9a1524,What company published the cartoon that included Barnyard Dawg?,Warner Bros.
38ebf776c54f4c8d8da8ddde,Who produced the series A-Haunting We Will Go was part of?,Warner Bros.
47803090886f411097dfad1e,The town where Renzo Zorzi died is an instance of what?,comune
50743dc756374095ad4d012e,Who produced the series Acme Animation Factory is part of?,Warner Bros.
9e9a2b5c4e4646a28b1dd433,When did person who supervised the design and implementation of the iPod user interface die?,2011
822d0f47aa1f40e1acb34f34,What language was used by the author of Train to Pakistan?,English language
447ef52ca59240adbdc60363,The city where WNZK is located is in what county?,Wayne County
e8e974f4ccb54db38add2a89,What language was used by Renana Jhabvala's mother?,English language
b5a41b6bd90544c3aac71c3a,When did the person who admitted that Apple was late to the party with writeable CD technology die?,2011
5f977f73c7cd46dc87e4e786,In which county is the city in which KZOI is licensed?,"Dakota County, Nebraska"
ae7eeea06b97478689a00b6a,What language is spoken by the director of Teesri Manzil?,Hindi
20994ea4ffd944c8a6debd89,In which county is the place where Brandon Teena died?,"Allen County, Kansas"
6f506abc0e5c4403bf21527c,Who was president of the united states immediately following the first global war after which indoor toilets became common in America?,Thomas Woodrow Wilson
2ed69ba553194393b82c7471,Who led the force that later pushed deep into Polish territory?,Marshal Mikhail Tukhachevsky
ad35aec1a92f47b7a6c1313f,where was the initial german offensive during the war just before toilets became common in London?,First Battle of the Marne
89f2dde34fe54d9bbed4dcb9,In which year did the company that made SS.11 end?,1970
55e191f08b25403c9557f606,In what year did the designer of SS.11 end?,1970
14fa5117924247da865b86fe,When did the company that made the AA.20 end by merging?,1970
a279dd2b7a504dafb9d7d009,In which year did the SS.11 manufacturer end?,1970
2f295a44bc674d6c982782fc,What year was the end of the manufacturer of the Hudson Wasp?,1954
e08ca63aa971478c8314749c,What was the last year of the company that made the Hudson Commodore?,1954
1d14e4af257f4d8395e7b1fc,What year was the end of the company which made the Hudson Commodore?,1954
918c4426761146f28c67187b,What year was the end of the producer of the Hudson Wasp?,1954
46ee9bddbed34b0880884051,What was the record label of the songwriter of Up on Cripple Creek?,Capitol Records
4880329481884478ab480569,Who is the employer of the person who said the greatest good for the greatest number?,New York University
ea2b7f333d384a72a8c13afa,Who disarmed the combined body of all Estonia military?,the Red Army
e79c3624a16641b2b4dca0b4,In which year did the manufacturer of the Nord 1500 Griffon end?,1970
566b515109e141a1a37a76af,When did the force that brought the tank to the battlefields of world war I invade the island?,1773
81e5144708464849aafbd4a7,Which company owns the company through which the TCM Vault Collection was released?,Warner Bros. Pictures
da95285fdd854cecb17106d1,What year was the end of the Hudson Greater Eight manufacturer?,1954
5e83dc70c0e24a348546dd44,Who owns the studio which produced Scooby-Doo and the Ghoul School?,Warner Bros. Pictures
fc583acaf29d496387875108,Who was the first torchbearer in the place where Manuel John Johnson was born?,Leong Hong Man
7092610e71ae4902859f1e93,The writer of The Night They Drove Old Dixie Down falls under which record label?,Capitol Records
83eca22aa30f447c8e5abb89,What record label is the musician who wrote the day they drove old dixie down affiliated?,Capitol Records
35d69da366484ccb8e5eaa51,When did the military which introduced the tank to the battlefields of WWI start using the SA80?,1987
c399ac2036694d3f8a78fa69,Who employs the person who wrote the book Animal Liberation?,New York University
9fd79ccab1cd462a9f2cdf56,In what county is WGLB located?,"Waukesha County, Wisconsin"
cbb06c50076d4de69ae97085,When did the army that introduced tanks to battlefields in WWI start wearing khaki?,early 1900s
96ac96cc909149458ca45336,When did the torch visit Manuel John Johnson's birthplace?,May 3
935def57841d43579833377e,In which county can you find WWGC?,"Marshall County, Alabama"
065e0b23726f45929478a90c,What municipality is the city CFLT-FM is located a part of?,Halifax Regional Municipality
211f05a38c2549218ed01c4f,What's the record label of the songwriter of The Night They Drove Old Dixie Down?,Capitol Records
1ae3f784e04f446db74f623b,What language was used by the cast member of Black Emanuelle?,Italian
7744de5ff7c142cca3c0ff77,How many times did the athlete who won the 2015 Royal Rumble win the WWE championship?,three
a5706913391e4fdea5577b31,What region is Lewis Croft's city of death located?,"Bingham County, Idaho"
8b0b846dfd3e49cbb1b1ff22,"What language is spoken, written or signed by the actress who removed herself from participation in the relay?",Hindi
dcbfcfef472b49c6b244216e,How many WWE championships did the winner of the 2018 WWE elimination chamber win?,three
481757d5e1a747be955987cd,Who was the first person to carry the torch in Manuel John Johnson's birthplace?,Leong Hong Man
72e06fa67a3445679bbac797,How many times did the winner of the 2018 WWE Elimination Chamber win the WWE championship?,three
1988f76e705542d0aee02602,what language is spoken by the actress who decided not to participate in April 15?,Hindi
cf311bff13b74970a4d560da,How many times did the winner of the 7 man elimination chamber match win the WWE championship?,three
0f0b017b37a6493faa227030,"How many times has the wrestler who won the WWE Elimination Chamber in 2018, won the WWE Championship?",three
fa195bb825fe45fe8ccb2389,What language is used by the cast member of Emanuelle and the White Slave Trade?,Italian
7318194404254a31b6556320,What is the enrollment at the owner of Benficence?,"22,513 students"
9f4e7bb06128416ab5ebabce,What is the enrollment at the university where Beneficence is located?,"22,513 students"
b462d94a82ee4986802b51ec,Who is the mother of the screenwriter of Fatal Attraction?,Melissa Stribling
068aa477eb5548feb4647d20,When was the inception of the record label which released W?,2001
2491e0bcc3b3467783ce685e,Who is the mother of the director of Rogue Trader?,Melissa Stribling
478faf85ac0f44c6b72bde0e,When was the inception of the record label of Planningtorock?,2001
6a8d6cf4a0724093b11fe458,What is the enrolment at the university where Frog Baby Fountain is located?,"22,513 students"
c82d08ab5c524a7680b82288,When did the person who resigned due to the attempt on Napoleon's life die?,1865
b496635116f04a9cabc60fec,When was the record label of Factory Floor established?,2001
1aa2a516f12a4c92b6368c24,What is the enrollment at the school where the Frog Baby Fountain is located?,"22,513 students"
e81c8773047a4b309d168b9c,Which title is used for the leader of the organization that has always opposed Freemasonry?,"the Bishop of Rome, who is known as the Pope"
fd22186a360e4650a942ead0,What year did the person who resigned due to the attempt on Napoleon's life die?,1865
b61e8df37f824a22b4c6608e,Who plays the creator of Gradgrind in the man who invented christmas?,Daniel Jonathan Stevens
274d4888648d4bda9036168a,"The singer of ""You don't know her like I do"" was born in what city?","Jefferson, Georgia"
c0c554360fc44d03af829f7c,Where were the people who imposed military might on Tibet in the past trying to raise?,Ming dynasty
a97defc35e7648569317b403,Who was the founder of Titus Lucretius Tricipitinus' country of citizenship?,L. Junius Brutus
2e8e5ecb4a944be78dec8a82,What record label was the person who wrote the theme song to Charlie Brown signed with?,Warner Bros.
ab31115c66aa4e6abfb4c3ef,What is the record label for the singer of Cast Your Fate to the Wind?,Warner Bros.
c2e86a5c4dda4a9e9f2c1ec7,Why were the Uighurs ranked higher by the people who imposed on the military might of Tibet in the past?,the Uighurs surrendered peacefully without violently resisting
3886304dd64e4e84ad3d4198,When did the museum of the war where Boston was the location of many important events open?,"April 19, 2017"
151fb547c63b4875af3db36d,What is the record label for the singer of Wings of a Dove?,Capitol Records
876f40ec26654c1b854940c0,Where was the person who wrote the song my kinda party by Jason Aldean born?,"Jefferson, Georgia"
1a4daeba876547dcab2db2d6,When did the college Danny Manning played for start issuing engineering degrees?,1873
f0a4149deeb14d7aa88e2c7d,What record label does the singer of Wings of Snow White Dove belong to?,Capitol Records
373cbdad4bdb40e8849685c1,When did we decide to leave the organization that has completely surrounded Switzerland and Liechtenstein since 1995?,23 June 2016
621f47341eb54141849fe9cd,When did Denmark join the union that has completely surrounded Switzerland and Liechtenstein since 1995?,1972
0d438a4c28164e7396b3dd85,"In the man who invented christmas, who plays the author of Barnaby Rudge?",Daniel Jonathan Stevens
135be4a229e04d09ae2c0e23,Who plays the author of A Christmas Carol in The Man who Invented Christmas?,Dan Stevens
b1f855ef096b4fbf920a1d98,Where are the headquarters of the team which Tonny Brogaard is a member of located?,Copenhagen
09a311bfe4f4489cbb71af6f,What marked the end of Titus Lucretius Tricipitinus's country?,establishment of the Roman Empire.
fde4cc842eae41f483055a1c,Where did the Patriots live during the war in which Boston was the location of many important events?,the Thirteen Colonies
dde58b3363004da59f02211b,When did the person Victoria recalled to office following her disappointment with Derby in June of 1859 die?,1865
ceedae6393d34684b6579487,Where were the establishers of the vice royalty of the Sakya regime trying to raise?,Ming dynasty
3d2aa2ef652947ca9abe2650,Where did the winner of last year's world series play before Wrigley Field?,West Side Grounds
22202be9cbc641b98044d3a2,Where did the patriots live during the war following which Boston became one of the wealthiest international ports?,the Thirteen Colonies
79188e43c44e401390c27101,What do most consider to be the event that ended the country that Titus Lucretius Tricipitinus held a citizenship?,Roman Senate's grant of extraordinary powers to Octavian
a83e4061620a44b4aa163e02,What is the place of birth of the performer of Country Must Be Country Wide?,"Jefferson, Georgia"
3fb533fad71540c08b417389,What was the main subject of the book named for the author of Four Score and Seven Years Ago?,American Civil War
35993d78b0bd4e968804d2a5,"What was the opening date of the museum dedicated to the war that, after it occurred, Boston became one of the wealthiest international ports?","April 19, 2017"
8c0ccea8720b47e3921e40f6,What group's power increased after the rise of the country where Titus Lucretius Tricipitinus was a citizen?,Republican pontifices
8480aaffc1cb4221bfb35676,What was the student enrollment at all campuses in the Fall of 2014 for the University where Danny Manning played?,"26,968"
35eae210854541a0887accac,When did the UK vote to leave the organization which the Swiss have brought their economic practices into conformity with?,23 June 2016
9b86d38d3702488b8b4b3031,What was the first year of men's basketball at the university that Danny Manning played for?,1898
04a811c0de344322ba194bef,What title is used for the leader of the church that the Anglican Church separated from during the Protestant Reformation?,"the Bishop of Rome, who is known as the Pope"
9d8faeeee01a42c6b2f22d4a,Who did the Han Chinese want to help fight against alongside the people who imposed their military might on Tibet?,the Jin
6a9a442ba6c24f3c819901d6,Why were the Uighurs ranked higher by the people who established the vice royalty of the Sakya regime?,the Uighurs surrendered peacefully without violently resisting
08ecc116c148481c9e6bf656,When did Denmark join the organization with which the Swiss have brought their economic practices into conformity?,1972
81523dc023da438e8e168591,What year did the person die who Victoria recalled to office following her disappointment with Derby in June of 1859?,1865
13a20f88dbcf4f24abb92baf,When did the person who resigned after the scandal of Orsini's bomb being made in England die?,1865
894265f14db54a09839909c5,The person who had a fancy funeral at the abbey in 1658 began burying national figures in the abbey starting with who?,Admiral Robert Blake
cc116c8ea88a4219a9c91baa,When did the person who resigned their position following the scandal due to Orsini's bomb being made in England die?,1865
fdc3b31ca1c14c0cbd5c996c,How many times has Jose Herrera's team won the World Series?,1
49779c3c9bcd4832a86676e6,Where did the person the National Gandhi Museum is named after spend their final 144 days?,Gandhi Smriti
b383839eae38420fa2cf9f09,Elizabeth Claypole's father started burying national figures in the abbey starting with whom?,Admiral Robert Blake
818a11cf0a034f278c0ed894,Henry Cromwell's father began burying national figures in the abbey starting with whom?,Admiral Robert Blake
f5204cd4b14f4c4cb63970b0,Who did the Han Chinese want to the help the people who established the vice royalty of the Sakya regime fight?,the Jin
d432d1f4dc0a4afd87d95fad,Where did the leader of the Non-Cooperation movement in South India spend his final 144 days?,Gandhi Smriti
7b6486ceb21a441ca84dcece,How many national female outdoor track and field championships have been won by the college that Danny Manning played for?,one
fa1e1a85a71548419c81acc1,"Who was the first national figure buried in the abbey by the father of Mary Cromwell, Countess Fauconberg?",Admiral Robert Blake
5c9b35b837274713b441362b,Who was the first person buried in Westminster Abbey by the only non royal ruler of Britain?,Admiral Robert Blake
98142f56db5d4c3db1922418,"The ruler who granted the English East India Company a charter to govern Saint Helena began burying national figures in the abbey, starting with whom?",Admiral Robert Blake
90eba279f3c74c6889cc2584,Where did the man who returned his British knighthood after the Jalianwala Bagh massacre spend the last days of his life?,Gandhi Smriti
7b29c56524704de8b8d5b25b,What is often pointed to as the one reason for the inconsistent late season play of the team who won last year's World Series?,unusually high number of day games
62a337d82ddf4625a607790c,In what year was the performer of This is Who We Are created?,2001
def6ec1102ec4212b465d1da,In what year was the performer of Skeletons created?,2001
8c0d2322f95b4bde8ba2fdb7,In what year was the band that performed Hope created?,2001
3434d5b4d2e5409eb54068bb,When did the performers of Niki FM form?,2001
b093297461024795a8aec7b0,What is Zhi-Li Zhang's university a member of?,Five Colleges
67792af0f17d464f873a81e9,When did the band who performs the song Saying Sorry form?,2001
4db7a9818c384c0496fcbefe,In what year did the performers of Ohio Is for Lovers form?,2001
de65d19489b8442b8479a137,What is the meaning of the name of the oldest surviving Buddhist school?,The School of the Elders
a843051201114b248db46a8e,What is the branch of Buddhism in what buddhism is the goal a state of nirvana?,The School of the Elders
4a8382979f0846a1bd4bc2f5,What group of schools is the university where Michael Berland studied a member of?,Five Colleges
b1e20db4be974b3998e05085,"What type of school is the university that published the Owen Wister Review, an instance of?",land-grant university
b22e5f94b32442c99d219db6,What consortium is the college that Douglas Metcalf attended a member of?,Five Colleges
c0a38b724f464fe6a8fabe60,What consortium does Lee Upton's alma mater belong to?,Five Colleges
aaac81ab0042449cab4655ed,What is Peri Tarr's college a member of?,Five Colleges
31e43e3bffea4229b87b9c6e,What does the tradition where condensed study texts are created mean?,The School of the Elders
377d221a6d5d47bcacb540fc,What does the word mean that is a major part of Buddhism that rejects bardo?,The School of the Elders
7d4a95046f5c4006b456f870,What year saw the formation of the band that released the album Ohio Is for Lovers?,2001
ae6cea145efe41e6a3a74611,"Which county border the county where Rapid City, South Dakota is located?",Meade County
33b45c0ee9494c86a1cece43,What is the meaning of the word used for the branch of Buddhism that rejects the concept of a transitional state between lives?,The School of the Elders
79cda6930a33410caf89b20e,What was the record label of the artist of Sou Hrostao Akoma Ena Klama?,BMG
f6e91c098e524e86ab3c54d0,What year was the largest Presbyterian denomination brought to the state encompassing Lawngtlai district?,1894
e41cedf70dde4c398450488b,What record label does the artist who co-write and record Ena Hadi belong to?,BMG
7f399c906c2847fe979e313a,What is the school from which researchers studied corruption in Sub-Saharan countries from 1970 to 1996 a member of?,Five Colleges
1ed6c2f78a9b4916b8949b24,What year was the largest Presbyterian denomination brought to Lalrin Fela's birthplace?,1894
1f236410adce49c9ba7bd7bc,When did the largest Presbyterian denomination come to the Indian state with capital Aizawl.,1894
8f0c08ae9266411184a164be,What year was the largest Presbyterian denomination brought to Pu Laldenga's birthplace?,1894
0ba5fb6402d848d1a4141727,What does the Buddhist belief that says Buddhas come one at a time and not within other eras mean?,The School of the Elders
2297f1c90e054970b836f0ce,What is the meaning of the name for the field of work practiced at Wat Ananda Metyarama Thai Buddhist Temple?,The School of the Elders
7ea968cdedd94457bd5901da,What year was the largest Presbyterian denomination brought to the place where North Lungpher is located?,1894
8a1595dfb90b4799b0a643f1,What year was the largest Presbyterian denomination brought to the state where the Aizawl Monorail is located?,1894
ff267ba6897547bda7130db5,Who founded the manufacturer of TorqueFlite transmissions?,Walter Percy Chrysler
ca9b0d235ca64ce485f2a58d,Who founded the company that made Vacamatic?,Walter Percy Chrysler
478f03efa70841ad9536e657,Who was the lead vocalist on album with the performer of Don't Be My Enemy?,Jack Hues
60957524e84145b1be52946c,Who is the spouse of the person who made The Circe Invidiosa?,Esther Kenworthy Waterhouse
7960055dfcf1485e9b3d736b,Who founded the company that made the Plymouth Prowler?,Walter Percy Chrysler
f7f76b94249240d8a9978b9c,Who is the lead vocalist of the band that released Praying to a New God?,Jack Hues
23817f2ddc0d4c77880a1677,What is the city where Giovanni Buonconsiglio was born an instance of?,comune
24009929811846c49c4c3147,Where did the mathematician who found Euler's formula die?,Saint Petersburg
175e76c029cb4164afd503fa,Where did the person who studied the shapes of crystals died?,Saint Petersburg
e924dc9681cc4d39b172629d,The performer of Nothin But Love also recorded for what record label?,Mercury Records
623e1d124e2b4a209b73c4f7,Who was the spouse of the artist who created Circe Offering the Cup to Ulysses?,Esther Kenworthy Waterhouse
502ebb05400642eda8f03d0e,What was the record label of the singer of Take Good Care of My Baby?,Liberty Records
1b1e5db4d3eb416ba101714d,What is the record label for the artist who sang Take Good Care of My Baby in 1961?,Liberty Records
3184d0e50f254e9abfa7a2e5,In which county is the town in which WFQY is licensed?,"Rankin County, Mississippi"
763d85a7705c41698524839b,How man times have the Cowboys beaten Anthony Weaver's team?,7
fa6d4a1e7d054dfcb6d89b20,How many times have the Cowboys beat the team which Zac Diles was a member of?,7
1368458c4369492ca3bd5ae9,How many times have the Cowboys beat Johnathan Joseph's team?,7
