original_row_id,question,case_type,player_index,shapley_value,chunk_text,row_execution_seconds,row_model_calls
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,improvement,1,0.7747145001850431,"Furthermore, advanced Chrono-Weavers can project faint, localized temporal distortions, making objects appear to shimmer or briefly lag.",23.30210590362549,1024
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,improvement,2,-0.05990333178686713,"', ""Xylotian cuisine often features 'Sun-Berries' which ripen instantly upon picking.",23.30210590362549,1024
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,improvement,3,-0.018584468629625206,Chrono-Weavers often wear time-keeping amulets made of 'Hourglass Sandstone'.,23.30210590362549,1024
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,improvement,4,0.02791998121473513,The 'Temporal College' on Xylos is where Chrono-Weavers hone their skills.,23.30210590362549,1024
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,improvement,5,-0.008240586992293936,""", 'The Xylotian concept of time is multi-linear, unlike simpler sequential models.",23.30210590362549,1024
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,improvement,6,0.07709702764238627,"Uncontrolled temporal abilities can be dangerous, so Chrono-Weavers undergo rigorous training.",23.30210590362549,1024
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,improvement,7,-0.0018666153862363644,"Many Xylotian myths involve legendary Chrono-Weavers who could allegedly halt time, though this is unproven.",23.30210590362549,1024
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,improvement,8,0.027933282700795953,Chrono-Weaving is considered more of an art than a science by many Xylotians.,23.30210590362549,1024
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,improvement,9,-0.021193724586849927,"', ""The energy source for a Chrono-Weaver's abilities is drawn from ambient 'Temporal Flux'.",23.30210590362549,1024
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,improvement,0,2.104510140797454,"Within Xylotian terraforming pods, 'Symbiotic Spores' are first tasked with breaking down hostile native soil into a nutrient-rich substrate.",23.138875007629395,1024
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,improvement,1,3.089380978781085,""", 'Once the soil is viable, these same Symbiotic Spores then release dormant Xylotian flora seeds to begin atmospheric oxygenation.",23.138875007629395,1024
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,improvement,2,0.06120569743807314,"', ""The 'Seed Vaults' on Xylos contain genetic material for countless plant species.",23.138875007629395,1024
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,improvement,3,-0.15844815572102922,""", 'Terraforming pods are launched from Xylos towards potentially habitable exoplanets.",23.138875007629395,1024
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,improvement,4,-0.09537125844804029,"', ""The outer shell of a terraforming pod is made from 'Impact-Resistant Ceramite'.",23.138875007629395,1024
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,improvement,5,-0.08868021283830807,""", 'Symbiotic Spores are genetically engineered for extreme environmental resilience.",23.138875007629395,1024
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,improvement,6,-0.12241333855523029,"', ""Xylotian astronomers use 'Deep-Space Telescopes' to identify terraforming candidates.",23.138875007629395,1024
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,improvement,7,-0.016526739937918256,""", 'The process initiated by Symbiotic Spores can take several Xylotian years to show significant results.",23.138875007629395,1024
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,improvement,8,-0.10603196280343152,"Each pod contains enough spores to initiate a small, localized ecosystem.",23.138875007629395,1024
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,improvement,9,0.0003436012873578864,The success rate of Xylotian terraforming efforts has been steadily increasing.,23.138875007629395,1024
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,improvement,0,0.3678434311397493,The 'Dual-Resonance Crystals' found deep within Xylos's crust are known to efficiently absorb ambient geothermal energy from the planet's core.,22.052817821502686,1024
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,improvement,1,4.276620510646278,"In addition to heat, these unique crystals also passively collect and store psychic energy emanated by Xylos's sentient life forms.",22.052817821502686,1024
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,improvement,2,-0.22401905665321958,Xylotian vehicles primarily run on 'Bio-Luminescent Fuel Cells'.,22.052817821502686,1024
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,improvement,3,-0.00979076567150261,""", 'These crystals are often a deep, pulsating blue color.",22.052817821502686,1024
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,improvement,4,-0.1695492032974492,The energy stored in Dual-Resonance Crystals is used to power Xylotian cities.,22.052817821502686,1024
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,improvement,5,-0.023499528188553997,Mining Dual-Resonance Crystals is a dangerous but vital Xylotian industry.,22.052817821502686,1024
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,improvement,6,0.1334311924283471,Xylotian art often depicts the geometric beauty of these crystals.,22.052817821502686,1024
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,improvement,7,0.10732380094982352,"', ""The 'Crystal Caves' where they are found are considered sacred by some Xylotians.",22.052817821502686,1024
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,improvement,8,-0.11751429845416378,""", 'The size of a crystal correlates with its energy storage capacity.",22.052817821502686,1024
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,improvement,9,0.09665391710069471,"', ""Over-harvesting can destabilize the crystals' resonant frequencies.",22.052817821502686,1024
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,improvement,0,1.7281017485119066,"A Xylotian 'Guardian Orb' drone can emit a powerful, localized kinetic pulse to physically repel threats.",23.53009033203125,1024
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,improvement,1,1.4750238327752987,""", 'For less direct confrontations, the Guardian Orb can also generate a disorienting multi-spectral light pattern to confuse attackers.",23.53009033203125,1024
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,improvement,2,-0.06898086790054558,"', ""The 'Festival of Aerial Drones' showcases the latest Xylotian drone technology.",23.53009033203125,1024
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,improvement,3,-0.027153305780320047,""", 'Guardian Orbs are often deployed to protect sensitive Xylotian installations.",23.53009033203125,1024
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,improvement,4,-0.028245883517795112,These drones are autonomously controlled by a central AI network.,23.53009033203125,1024
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,improvement,5,-0.04288126627604161,The outer casing of a Guardian Orb is made of self-repairing polymers.,23.53009033203125,1024
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,improvement,6,-0.04068002852182573,"', ""Xylotian 'Peacekeeper' units often work in tandem with Guardian Orbs.",23.53009033203125,1024
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,improvement,7,-0.0004623534187436773,Guardian Orbs recharge at designated 'Energy Pylons'.,23.53009033203125,1024
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,improvement,8,-0.05136970641120986,""", 'Their primary sensor suite includes advanced optical and thermal imaging.",23.53009033203125,1024
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,improvement,9,-0.019524044460720313,The design of the Guardian Orb has remained largely unchanged for decades due to its effectiveness.,23.53009033203125,1024
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,improvement,0,0.40771390672713925,"Xylotian 'Lumin-Ink', prized for its enduring glow, is primarily formulated from finely crushed 'Glow-Geodes'.",24.815444707870483,1024
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,improvement,1,0.2964452667841835,This geode powder is then suspended in a viscous sap extracted from the 'Aether-Blossom' plant to create the final ink.,24.815444707870483,1024
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,improvement,2,0.23826190554906473,""", 'Xylotian cuisine often features edible flowers, but not the Aether-Blossom.",24.815444707870483,1024
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,improvement,3,0.0252638710869683,Lumin-Ink is traditionally used for inscribing sacred Xylotian texts.,24.815444707870483,1024
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,improvement,4,0.32364592325119756,The color of the glow can vary depending on the specific type of Glow-Geode used.,24.815444707870483,1024
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,improvement,5,0.1736278064667232,"', ""Aether-Blossoms only bloom under the light of Xylos's twin moons.",24.815444707870483,1024
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,improvement,6,-0.022934771340990673,""", 'Xylotian printing presses use a different, more mundane type of ink for mass production.",24.815444707870483,1024
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,improvement,7,0.0010998074970550442,"', ""The 'Great Library of Xylos' contains scrolls written entirely in Lumin-Ink.",24.815444707870483,1024
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,improvement,8,0.006600016639346423,""", 'The art of Lumin-Ink making is passed down through generations of scribes.",24.815444707870483,1024
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,improvement,9,0.011213767339313091,Texts written in Lumin-Ink can be read even in complete darkness.,24.815444707870483,1024
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,improvement,0,1.0846155196901377,"The Xylotian 'Pathfinder Helm' incorporates 'Echo-Location Sonar' to map out the immediate physical surroundings, even in zero visibility.",23.571458339691162,1024
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,improvement,1,1.4762490529862695,"Additionally, the helm is equipped with 'Bio-Sign Scanners' to detect and highlight living organisms within a certain radius.",23.571458339691162,1024
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,improvement,2,-0.01416817316933272,The most popular recreational sport on Xylos is 'Zero-G Acrobatics'.,23.571458339691162,1024
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,improvement,3,-0.019770204453240958,""", 'Pathfinder Helms are standard issue for Xylotian reconnaissance teams.",23.571458339691162,1024
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,improvement,4,-0.027095625135633572,"', ""The visor of the helm is made from 'Crystal-Quartz', offering impact protection.",23.571458339691162,1024
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,improvement,5,-0.0006310538640096341,""", 'Data from the helm can be transmitted to a central command unit.",23.571458339691162,1024
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,improvement,6,-0.0379709637354293,"', ""Xylotian explorers often carry 'Survival Packs' with rations and tools.",23.571458339691162,1024
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,improvement,7,0.028427366226438683,The helm's power cell provides up to 72 Xylotian hours of continuous operation.,23.571458339691162,1024
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,improvement,8,-0.03762982383606894,""", 'Early prototypes of the Pathfinder Helm were much bulkier.",23.571458339691162,1024
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,improvement,9,-0.04968234470912386,The helm also provides basic atmospheric analysis.,23.571458339691162,1024
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,improvement,0,2.2129028221917535,"The initial phase of a Xylotian 'Matter Re-sequencer' involves 'Atomic Deconstruction', where the target object is broken down into its base elemental components.",22.86839246749878,1024
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,improvement,1,1.5674025664253841,"Following deconstruction, the 'Pattern Imprinting' phase reassembles these components according to a new digital blueprint.",22.86839246749878,1024
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,improvement,2,0.03728798533242833,Xylotians primarily communicate using 'Telepathic Resonance Bands'.,22.86839246749878,1024
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,improvement,3,-0.07107282593136743,""", 'Matter Re-sequencers are used for rapid prototyping and custom manufacturing on Xylos.",22.86839246749878,1024
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,improvement,4,-0.09283976252116888,The energy requirements for a Matter Re-sequencer are substantial.,22.86839246749878,1024
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,improvement,5,0.037844134890843595,Only non-sentient matter can be processed by current Re-sequencer technology due to ethical protocols.,22.86839246749878,1024
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,improvement,6,-0.00923508916582405,Xylotian culinary artists sometimes use small-scale Re-sequencers for creating novel food textures.,22.86839246749878,1024
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,improvement,7,-0.03545342475648905,"', ""The 'Xylotian Council of Innovators' oversees the development of Re-sequencer technology.",22.86839246749878,1024
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,improvement,8,-0.017173746653965538,""", 'Complex items can take several minutes to re-sequence.",22.86839246749878,1024
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,improvement,9,-0.04177203481159508,Error correction protocols are vital to ensure accurate re-sequencing.,22.86839246749878,1024
8,What are the two main functions of the 'Aura-Cloak' worn by Xylotian diplomats?,improvement,0,2.038998703729539,"The Xylotian 'Aura-Cloak' is designed to subtly dampen the wearer's strong emotional projections, preventing unintended psychic interference during sensitive negotiations.",24.609447956085205,1024
8,What are the two main functions of the 'Aura-Cloak' worn by Xylotian diplomats?,improvement,1,1.3337775820777515,"Simultaneously, the cloak projects a field of 'Calm-Resonance', which can help soothe agitated individuals in the wearer's vicinity.",24.609447956085205,1024
8,What are the two main functions of the 'Aura-Cloak' worn by Xylotian diplomats?,improvement,2,0.0547163221571178,Xylotian starships are equipped with advanced 'Translation Matrixes' for communication.,24.609447956085205,1024
8,What are the two main functions of the 'Aura-Cloak' worn by Xylotian diplomats?,improvement,3,0.014241379026382506,Aura-Cloaks are woven from 'Psyche-Neutral Fibers'.,24.609447956085205,1024
8,What are the two main functions of the 'Aura-Cloak' worn by Xylotian diplomats?,improvement,4,-0.015924847315228086,The design of an Aura-Cloak often signifies the diplomat's home region on Xylos.,24.609447956085205,1024
8,What are the two main functions of the 'Aura-Cloak' worn by Xylotian diplomats?,improvement,5,-0.0024499923463852658,""", 'Xylotian diplomatic missions are crucial for maintaining inter-species relations.",24.609447956085205,1024
8,What are the two main functions of the 'Aura-Cloak' worn by Xylotian diplomats?,improvement,6,-0.013839697459387124,"', ""The 'Xylotian Diplomatic Corps' is highly respected.",24.609447956085205,1024
8,What are the two main functions of the 'Aura-Cloak' worn by Xylotian diplomats?,improvement,7,0.045944601391988804,The effectiveness of an Aura-Cloak can be influenced by the wearer's own mental discipline.,24.609447956085205,1024
8,What are the two main functions of the 'Aura-Cloak' worn by Xylotian diplomats?,improvement,8,0.017267063685826145,""", 'These cloaks are not designed for physical protection.",24.609447956085205,1024
8,What are the two main functions of the 'Aura-Cloak' worn by Xylotian diplomats?,improvement,9,0.04094076005239328,Each Aura-Cloak is individually attuned to its wearer.,24.609447956085205,1024
9,What two types of information are encoded onto a Xylotian 'Legacy Crystal'?,improvement,0,1.563821383884976,"A Xylotian 'Legacy Crystal' is traditionally imbued with a detailed 'Lineage Record', chronicling the direct ancestors of the crystal's creator.",22.79484224319458,1024
9,What two types of information are encoded onto a Xylotian 'Legacy Crystal'?,improvement,1,0.3429121199108308,"Beyond genealogy, these crystals also store a 'Core Essence Imprint', a psychic snapshot of the creator's personality and defining memories.",22.79484224319458,1024
9,What two types of information are encoded onto a Xylotian 'Legacy Crystal'?,improvement,2,-0.020075138031490247,Xylotian children play a popular board game called 'Star-Hopper Quest'.,22.79484224319458,1024
9,What two types of information are encoded onto a Xylotian 'Legacy Crystal'?,improvement,3,0.08588803306458492,""", 'Legacy Crystals are often passed down as family heirlooms on Xylos.",22.79484224319458,1024
9,What two types of information are encoded onto a Xylotian 'Legacy Crystal'?,improvement,4,0.14956004733131043,The process of imbuing a Legacy Crystal is a deeply personal and ceremonial act.,22.79484224319458,1024
9,What two types of information are encoded onto a Xylotian 'Legacy Crystal'?,improvement,5,-0.025143278212774067,"These crystals glow with a soft, internal light that reflects the stored essence.",22.79484224319458,1024
9,What two types of information are encoded onto a Xylotian 'Legacy Crystal'?,improvement,6,0.025736512078179258,"', ""Xylotian 'Crystal Readers' are sometimes consulted to interpret older Legacy Crystals.",22.79484224319458,1024
9,What two types of information are encoded onto a Xylotian 'Legacy Crystal'?,improvement,7,0.11480419522240046,The 'Hall of Ancestors' on Xylos displays many prominent Legacy Crystals.,22.79484224319458,1024
9,What two types of information are encoded onto a Xylotian 'Legacy Crystal'?,improvement,8,-0.29988072410462396,""", 'The physical structure of the crystal must be flawless to hold the complex information.",22.79484224319458,1024
9,What two types of information are encoded onto a Xylotian 'Legacy Crystal'?,improvement,9,0.06628309885660807,A Legacy Crystal cannot be altered once the imbuing process is complete.,22.79484224319458,1024
10,What are the topics of the books Sarah and Michael are reading?,improvement,0,0.6559329199412521,Sarah is reading a book about dragons.,20.175809144973755,1024
10,What are the topics of the books Sarah and Michael are reading?,improvement,1,1.2551111327277298,Michael is reading a book about ancient castles.,20.175809144973755,1024
10,What are the topics of the books Sarah and Michael are reading?,improvement,2,0.03188968083215138,The sun is shining brightly today.,20.175809144973755,1024
10,What are the topics of the books Sarah and Michael are reading?,improvement,3,0.035837429288833655,My favorite color is blue.,20.175809144973755,1024
10,What are the topics of the books Sarah and Michael are reading?,improvement,4,-0.05757896029759968,Cars drive on the road.,20.175809144973755,1024
10,What are the topics of the books Sarah and Michael are reading?,improvement,5,-0.0009201382833813609,Trees have green leaves in summer.,20.175809144973755,1024
10,What are the topics of the books Sarah and Michael are reading?,improvement,6,0.022457124316502847,The cat is sleeping on the mat.,20.175809144973755,1024
10,What are the topics of the books Sarah and Michael are reading?,improvement,7,-0.07103323103889592,Birds can fly high in the sky.,20.175809144973755,1024
10,What are the topics of the books Sarah and Michael are reading?,improvement,8,-0.016218400379967995,Water is essential for life.,20.175809144973755,1024
10,What are the topics of the books Sarah and Michael are reading?,improvement,9,-0.03907130710662329,Computers are useful tools.,20.175809144973755,1024
11,Where did the family go on Saturday and what did they do?,improvement,0,0.023905242435515874,The family went to the beach on Saturday.,20.792863607406616,1024
11,Where did the family go on Saturday and what did they do?,improvement,1,0.8480057973710317,"On Saturday at the beach, my family built a large sandcastle.",20.792863607406616,1024
11,Where did the family go on Saturday and what did they do?,improvement,2,-0.006862870473710342,The train arrived at the station on time.,20.792863607406616,1024
11,Where did the family go on Saturday and what did they do?,improvement,3,-0.08719928075396788,She enjoys listening to classical music.,20.792863607406616,1024
11,Where did the family go on Saturday and what did they do?,improvement,4,-0.02979813833085329,The baker made fresh bread this morning.,20.792863607406616,1024
11,Where did the family go on Saturday and what did they do?,improvement,5,0.05337902250744048,Mountains are very tall.,20.792863607406616,1024
11,Where did the family go on Saturday and what did they do?,improvement,6,-0.03334147135416682,The chef is preparing dinner in the kitchen.,20.792863607406616,1024
11,Where did the family go on Saturday and what did they do?,improvement,7,0.03253173828124992,He bought a new bicycle yesterday.,20.792863607406616,1024
11,Where did the family go on Saturday and what did they do?,improvement,8,0.06894473121279758,The moon is visible at night.,20.792863607406616,1024
11,Where did the family go on Saturday and what did they do?,improvement,9,-0.007748364645337236,School starts at eight o'clock.,20.792863607406616,1024
12,What colors did Alex use to paint his toy car?,improvement,0,1.5424655732654378,Alex painted his toy car bright red.,19.904939651489258,1024
12,What colors did Alex use to paint his toy car?,improvement,1,0.7783581688290552,Alex used some yellow paint for the car's stripes.,19.904939651489258,1024
12,What colors did Alex use to paint his toy car?,improvement,2,0.11130717444041421,The dog barked at the mailman.,19.904939651489258,1024
12,What colors did Alex use to paint his toy car?,improvement,3,-0.007704586452908058,Pencils are used for writing.,19.904939651489258,1024
12,What colors did Alex use to paint his toy car?,improvement,4,0.10398159935360848,The farmer grows corn in the field.,19.904939651489258,1024
12,What colors did Alex use to paint his toy car?,improvement,5,0.03276587592230895,She wore a warm scarf in the winter.,19.904939651489258,1024
12,What colors did Alex use to paint his toy car?,improvement,6,-0.003448328896174413,The river flows towards the sea.,19.904939651489258,1024
12,What colors did Alex use to paint his toy car?,improvement,7,0.030816347636873576,He likes to play video games.,19.904939651489258,1024
12,What colors did Alex use to paint his toy car?,improvement,8,-0.04634802682059164,The library is a quiet place.,19.904939651489258,1024
12,What colors did Alex use to paint his toy car?,improvement,9,0.08085307772197403,Stars twinkle in the night sky.,19.904939651489258,1024
13,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,improvement,0,1.4943267504374194,The Gleepglorp from planet Xylar can manipulate Zylonic energy for teleportation.,22.72209858894348,1024
13,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,improvement,1,1.5735325571090464,"A rare Flumph, also from Xylar, emits Quirkle Crystals that enhance its camouflage.",22.72209858894348,1024
13,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,improvement,2,-0.010473924969870319,Many stories tell of brave Knorbols.,22.72209858894348,1024
13,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,improvement,3,-0.01185323775760716,The Blargon festival happens every Floopy cycle.,22.72209858894348,1024
13,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,improvement,4,-0.02189128966558551,Sky-skiffs are common transport in a Flibbertown.,22.72209858894348,1024
13,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,improvement,5,-0.06137604032243971,Glimmering Floofel-dust is prized by artisans.,22.72209858894348,1024
13,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,improvement,6,-0.04891228600153824,The wind chimes played a strange melody.,22.72209858894348,1024
13,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,improvement,7,-0.0014105584886336953,Old maps sometimes show imaginary lands.,22.72209858894348,1024
13,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,improvement,8,0.016583550165569616,The lunar cycle affects the tides of Blorb.,22.72209858894348,1024
13,What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,improvement,9,0.022646354493640664,Not all portals lead to safe destinations.,22.72209858894348,1024
14,What distinct characteristics do elephants have?,improvement,0,0.5978341723245292,"The elephant has large, floppy ears.",20.18772554397583,1024
14,What distinct characteristics do elephants have?,improvement,1,0.6224560449993801,The elephant uses its long trunk to drink water.,20.18772554397583,1024
14,What distinct characteristics do elephants have?,improvement,2,0.027406577458457274,Fish live in water.,20.18772554397583,1024
14,What distinct characteristics do elephants have?,improvement,3,0.026250736297123003,The zookeeper feeds the lions.,20.18772554397583,1024
14,What distinct characteristics do elephants have?,improvement,4,0.02383069235181061,Birds build nests in trees.,20.18772554397583,1024
14,What distinct characteristics do elephants have?,improvement,5,0.012959483313182057,The cheetah is a very fast runner.,20.18772554397583,1024
14,What distinct characteristics do elephants have?,improvement,6,0.001258317251053992,Butterflies have colorful wings.,20.18772554397583,1024
14,What distinct characteristics do elephants have?,improvement,7,0.022678314693390503,The farmer keeps chickens for eggs.,20.18772554397583,1024
14,What distinct characteristics do elephants have?,improvement,8,0.01576465425037206,Snakes can slither on the ground.,20.18772554397583,1024
14,What distinct characteristics do elephants have?,improvement,9,0.006006319560701884,Whales are large marine mammals.,20.18772554397583,1024
15,What are the key ingredients needed for a cake recipe?,improvement,0,0.5470789833674358,"To make a cake, you need flour and sugar.",19.912325859069824,1024
15,What are the key ingredients needed for a cake recipe?,improvement,1,0.05182054307725688,You will need eggs and butter for a cake recipe.,19.912325859069824,1024
15,What are the key ingredients needed for a cake recipe?,improvement,2,0.028335958813864005,Pizza is a popular dish.,19.912325859069824,1024
15,What are the key ingredients needed for a cake recipe?,improvement,3,-0.12247193351624516,He eats an apple every day.,19.912325859069824,1024
15,What are the key ingredients needed for a cake recipe?,improvement,4,-0.0017511761377727933,The restaurant serves delicious pasta.,19.912325859069824,1024
15,What are the key ingredients needed for a cake recipe?,improvement,5,-0.04745735289558533,Oranges are a good source of Vitamin C.,19.912325859069824,1024
15,What are the key ingredients needed for a cake recipe?,improvement,6,-0.07665259951636902,She is making a shopping list.,19.912325859069824,1024
15,What are the key ingredients needed for a cake recipe?,improvement,7,-0.04959624759734623,The grocery store is open until 9 PM.,19.912325859069824,1024
15,What are the key ingredients needed for a cake recipe?,improvement,8,-0.027554757254464296,He prefers tea over coffee.,19.912325859069824,1024
15,What are the key ingredients needed for a cake recipe?,improvement,9,-0.000481887090773854,Vegetables are healthy to eat.,19.912325859069824,1024
16,Which tools does a carpenter use and what are their stated purposes?,improvement,0,0.39036884610615047,The carpenter uses a hammer to drive nails.,20.53823232650757,1024
16,Which tools does a carpenter use and what are their stated purposes?,improvement,1,0.26950644841269833,The carpenter uses a saw to cut wood.,20.53823232650757,1024
16,Which tools does a carpenter use and what are their stated purposes?,improvement,2,-0.04567018539186499,The doctor works at the hospital.,20.53823232650757,1024
16,Which tools does a carpenter use and what are their stated purposes?,improvement,3,-0.013436841207837377,Teachers help students learn new things.,20.53823232650757,1024
16,Which tools does a carpenter use and what are their stated purposes?,improvement,4,0.006951226128472196,The firefighter wears a special uniform.,20.53823232650757,1024
16,Which tools does a carpenter use and what are their stated purposes?,improvement,5,-0.01275441003224212,Musicians play instruments.,20.53823232650757,1024
