question,removed_token,token_impact_score,original_score,new_score,score_flip,original_rag_answer,perturbed_answer
What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,swapped_1_with_2,1.0,1,1,NO,'Atomic Deconstruction' and 'Pattern Imprinting', Atomic Deconstruction and Pattern Imprinting
What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,swapped_0_with_4,1.0,1,1,NO,'Atomic Deconstruction' and 'Pattern Imprinting', Atomic Deconstruction and Pattern Imprinting
What two functions does the Glacian 'Frost-Crown' serve?,none,1.0,1,1,NO,"The Glacian 'Frost-Crown' serves two functions: generating 'Ice-Shields' that form protective barriers around the wearer and producing 'Blizzard-Pulses', concentrated bursts of freezing energy.", The Glacian 'Frost-Crown' serves to generate 'Ice-Shields' and 'Blizzard-Pulses'.
What two abilities are granted by Shadowmere 'Void-Cloaks'?,none,1.0,1,1,NO,'Phase-Shift' and 'Shadow-Meld', Phase-Shifting and Shadow-Melding
What two functions does the Mystic 'Dream-Weaver's Loom' perform?,none,1.0,1,1,NO,"The Mystic 'Dream-Weaver's Loom' performs the following two functions:
1. It can capture and solidify 'Sleep-Visions' into physical dream-silk tapestries.
2. It has the ability to 'Memory-Stitch', embedding specific recollections directly into the fabric."," The Mystic 'Dream-Weaver's Loom' can capture and solidify 'Sleep-Visions' into physical dream-silk tapestries, and it has the ability to 'Memory-Stitch', embedding specific recollections directly into the fabric."
What two distinct abilities do Celestian 'Star-Singers' possess?,none,1.0,1,1,NO,"Celestian 'Star-Singers' possess the abilities to weave 'Harmony-Threads' from cosmic vibrations to create tangible musical constructs and to 'Echo-Call' across vast distances, communicating through stellar resonance.", Celestian 'Star-Singers' can weave 'Harmony-Threads' and Echo-Call across vast distances.
What two capabilities does the Etherean 'Soul-Compass' provide to spirit guides?,none,1.0,1,1,NO,"The Etherean 'Soul-Compass' enables spirit guides to detect 'Life-Auras' of living beings across great distances and navigate through 'Astral-Currents', allowing travel between dimensional planes.", The Etherean 'Soul-Compass' provides spirit guides with the ability to detect 'Life-Auras' of living beings across great distances and navigate through 'Astral-Currents'.
What are the two distinct powers of a Draconian 'Fire-Heart' gem?,none,1.0,1,1,NO,"A Draconian 'Fire-Heart' gem can generate 'Molten-Streams' of liquid fire that flow like water and also produces 'Heat-Shields', protective barriers of superheated air that deflect physical attacks.", Molten-Streams and Heat-Shields
What two functions does the Crystalline 'Echo-Lens' serve for Luminian scouts?,none,1.0,1,1,NO,The Crystalline 'Echo-Lens' allows Luminian scouts to perceive 'Light-Trails' left by moving objects and project 'Illumination-Pulses' to temporarily blind or disorient enemies., The Crystalline 'Echo-Lens' serves two functions for Luminian scouts: perceiving Light-Trails left by moving objects and projecting Illumination-Pulses to temporarily blind or disorient enemies.
What two abilities does a Valorian 'Mind-Smith' possess in their craft?,none,1.0,1,1,NO,"A Valorian 'Mind-Smith' can forge 'Thought-Metal' by solidifying pure mental energy into physical form and possess the ability to 'Memory-Weld', permanently bonding experiences and knowledge into their metallic creations.", A Valorian 'Mind-Smith' can forge 'Thought-Metal' and perform 'Memory-Welding'.
What are the primary uses described for the 'Chrono-Modulator' or for the 'Bio-Harmonizer'?,none,1.0,1,1,NO,"The 'Chrono-Modulator' device is primarily used to create temporary Reality Stabilizers in unstable zones. A 'Bio-Harmonizer' implant allows for direct Neural Augmentation, improving cognitive functions."," The Chrono-Modulator is primarily used to create temporary Reality Stabilizers in unstable zones. The Bio-Harmonizer allows for direct Neural Augmentation, improving cognitive functions."
What are the roles or professions of Elara Vayne and Jax Korden?,none,1.0,1,0,YES,Elara Vayne is the chief Star-Navigator of the starship 'Wanderer'. Jax Korden serves as the primary Rift-Warden protecting the Chronos Gate.," Elara Vayne is a Star-Navigator, while Jax Korden serves as a Rift-Warden."
Where are the Orb of Zinthar and the Scepter of Mydor believed to be located?,none,1.0,1,1,NO,The Orb of Zinthar is hidden deep within the treacherous Whispering Peaks. The Scepter of Mydor lies guarded in the Sunken City of Aerilon.," The Orb of Zinthar is believed to be hidden deep within the Whispering Peaks, while the Scepter of Mydor lies guarded in the Sunken City of Aerilon."
Which tools does a carpenter use and what are their stated purposes?,none,1.0,1,1,NO,The carpenter uses a hammer to drive nails and a saw to cut wood., A carpenter uses a hammer to drive nails and a saw to cut wood.
What are the key ingredients needed for a cake recipe?,none,1.0,1,1,NO,"flour, sugar, eggs, butter"," Flour, sugar, eggs, and butter"
What distinct characteristics do elephants have?,none,1.0,1,1,NO,"The elephant has large, floppy ears. The elephant uses its long trunk to drink water."," Elephants have large, floppy ears and use their long trunk to drink water."
What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,none,1.0,1,1,NO,"The Gleepglorp from planet Xylar can manipulate Zylonic energy for teleportation. A rare Flumph, also from Xylar, emits Quirkle Crystals that enhance its camouflage."," The Gleepglorp can manipulate Zylonic energy for teleportation, while a rare Flumph emits Quirkle Crystals that enhance its camouflage."
What colors did Alex use to paint his toy car?,none,1.0,1,0,YES,bright red and yellow, Alex used bright red and yellow paint for his toy car.
What are the two core elements that make up Volcanic 'Magma-Shields'?,none,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What two powers do Cosmic 'Star-Weavers' channel through their craft?,none,1.0,1,1,NO,"""Nebula-Yarn"" and ""Galaxy-Patterns""", Nebula-Yarn glows with the light of newborn stars and Galaxy-Patterns can create or destroy entire star systems.
What are the two fundamental materials used in Ethereal 'Ghost-Nets'?,none,1.0,1,1,NO,"""Spirit-Thread"" and ""Phantom-Wire""", Spirit-Thread and Phantom-Wire
What two distinct capabilities do Quantum 'Reality-Shapers' possess?,none,1.0,1,1,NO,Quantum 'Reality-Shapers' can manipulate 'Probability-Fields' to alter the likelihood of events occurring and generate 'Dimension-Rifts' that create temporary portals between parallel realities., Manipulate Probability-Fields and generate Dimension-Rifts
What two abilities do Phantom 'Wraith-Riders' possess while mounted?,none,1.0,1,1,NO,"""Phase-Gallops"" and ""Spirit-Charges""", Phase-Gallops and Spirit-Charges
What two functions does the Temporal 'Flux-Anchor' device serve?,none,1.0,1,1,NO,"The Temporal 'Flux-Anchor' device serves two functions: creating 'Time-Locks' that prevent temporal manipulation in a localized area, and generating 'Chronos-Pulses' that can slow or accelerate time flow within its range.", The Temporal 'Flux-Anchor' device serves the functions of creating 'Time-Locks' and generating 'Chronos-Pulses'.
What two abilities do Solarian 'Sun-Dancers' manifest?,none,1.0,1,1,NO,"""Solar-Ribbons"" and ""Radiance-Bursts""", Solarian 'Sun-Dancers' manifest Solar-Ribbons and Radiance-Bursts.
What are the two fundamental components of Astral 'Mind-Bridges'?,none,1.0,1,1,NO,'Thought-Cables' and 'Consciousness-Nodes', Thought-Cables and Consciousness-Nodes
What two distinct powers do Verdant 'Life-Wands' channel?,none,1.0,1,1,NO,'Growth-Force' and 'Vitality-Streams', Verdant 'Life-Wands' channel 'Growth-Force' and 'Vitality-Streams'.
What are the two primary components of Terran 'Stone-Speaker' staffs?,none,1.0,1,1,NO,Ancient-Heartwood and Resonance-Stone, Ancient-Heartwood and Resonance-Stone
What is the primary function of a Zylosian Geo-Resonator?,swapped_1_with_9,1.0,1,1,NO,to emit a harmonic wave that stabilizes volatile Chronium deposits during mining., The primary function of a Zylosian Geo-Resonator is to stabilize highly reactive Chronium deposits by generating a low-frequency harmonic wave.
What is the primary function of a Zylosian Geo-Resonator?,swapped_1_with_8,1.0,1,1,NO,to emit a harmonic wave that stabilizes volatile Chronium deposits during mining., The primary function of a Zylosian Geo-Resonator is to stabilize highly reactive Chronium deposits by generating a low-frequency harmonic wave.
What is the primary function of a Zylosian Geo-Resonator?,swapped_1_with_6,1.0,1,1,NO,to emit a harmonic wave that stabilizes volatile Chronium deposits during mining., The primary function of a Zylosian Geo-Resonator is to stabilize highly reactive Chronium deposits by generating a low-frequency harmonic wave.
What is the primary function of a Zylosian Geo-Resonator?,swapped_1_with_5,1.0,1,1,NO,to emit a harmonic wave that stabilizes volatile Chronium deposits during mining., The primary function of a Zylosian Geo-Resonator is to stabilize highly reactive Chronium deposits by generating a low-frequency harmonic wave.
What is the primary function of a Zylosian Geo-Resonator?,swapped_1_with_4,1.0,1,1,NO,to emit a harmonic wave that stabilizes volatile Chronium deposits during mining., The primary function of a Zylosian Geo-Resonator is to stabilize highly reactive Chronium deposits by generating a low-frequency harmonic wave.
What is the primary function of a Zylosian Geo-Resonator?,swapped_1_with_3,1.0,1,1,NO,to emit a harmonic wave that stabilizes volatile Chronium deposits during mining., The primary function of a Zylosian Geo-Resonator is to stabilize highly reactive Chronium deposits by generating a low-frequency harmonic wave.
What is the primary function of a Zylosian Geo-Resonator?,swapped_1_with_2,1.0,1,1,NO,to emit a harmonic wave that stabilizes volatile Chronium deposits during mining., The primary function of a Zylosian Geo-Resonator is to stabilize highly reactive Chronium deposits by generating a low-frequency harmonic wave.
What is the title of the latest film starring the highest-paid actor on the planet Celestia?,swapped_0_with_3,1.0,1,1,NO,Echoes of the Nebulae, 'Echoes of the Nebulae'
What is the title of the latest film starring the highest-paid actor on the planet Celestia?,swapped_0_with_2,1.0,1,1,NO,Echoes of the Nebulae, 'Echoes of the Nebulae'
What is the title of the latest film starring the highest-paid actor on the planet Celestia?,swapped_0_with_1,1.0,1,1,NO,Echoes of the Nebulae, 'Echoes of the Nebulae'
What is the population of the smallest planet in the Lumina System?,swapped_0_with_2,1.0,1,0,YES,1.5 million," I don't know based on the provided context. The context does not mention any information about the population of planets within the Lumina System other than Cinder, which is from a different system."
What's the side effect of mixing Gravitium and Solara?,swapped_0_with_9,1.0,1,0,YES,the creation of a localized zone that disrupts kinetic energy transfer and dampens electromagnetic fields., The side effect of mixing Gravitium and Solara is the creation of Umbradium.
What's the side effect of mixing Gravitium and Solara?,swapped_0_with_7,1.0,1,0,YES,the creation of a localized zone that disrupts kinetic energy transfer and dampens electromagnetic fields., The side effect of mixing Gravitium and Solara is the creation of Umbradium.
What's the side effect of mixing Gravitium and Solara?,swapped_0_with_6,1.0,1,0,YES,the creation of a localized zone that disrupts kinetic energy transfer and dampens electromagnetic fields., The side effect of mixing Gravitium and Solara is the creation of Umbradium.
What's the side effect of mixing Gravitium and Solara?,swapped_0_with_5,1.0,1,0,YES,the creation of a localized zone that disrupts kinetic energy transfer and dampens electromagnetic fields., The side effect of mixing Gravitium and Solara is the creation of Umbradium.
What's the side effect of mixing Gravitium and Solara?,swapped_0_with_4,1.0,1,0,YES,the creation of a localized zone that disrupts kinetic energy transfer and dampens electromagnetic fields., The side effect of mixing Gravitium and Solara is the creation of Umbradium.
What's the side effect of mixing Gravitium and Solara?,swapped_0_with_3,1.0,1,0,YES,the creation of a localized zone that disrupts kinetic energy transfer and dampens electromagnetic fields., The side effect of mixing Gravitium and Solara is the creation of Umbradium.
What's the value of the element obtained by mixing Aethelite and Pyron?,swapped_0_with_7,1.0,1,0,YES,The value lies in its unparalleled energy storage capacity., Syntholux
What's the value of the element obtained by mixing Aethelite and Pyron?,swapped_0_with_6,1.0,1,0,YES,The value lies in its unparalleled energy storage capacity., Syntholux
What's the value of the element obtained by mixing Aethelite and Pyron?,swapped_0_with_5,1.0,1,0,YES,The value lies in its unparalleled energy storage capacity., Syntholux
What's the value of the element obtained by mixing Aethelite and Pyron?,swapped_0_with_4,1.0,1,0,YES,The value lies in its unparalleled energy storage capacity., Syntholux
What's the weather like in the capital of Zhykara?,swapped_0_with_4,1.0,1,1,NO,Ktharr City is facing one of the biggest snow storms of the year.," The provided context does not specify the weather in the capital of Zhykara, Ktharr City. However, it is mentioned that Ktharr City is facing one of the biggest snow storms of the year, suggesting that the weather in Ktharr City might be cold and snowy. But since we don't have information about the rest of Zhykara, we can't definitively say what the weather is like in the capital's surrounding areas or in other parts of Zhykara.

Final answer: The weather in Ktharr City (the capital of Zhykara) might be cold and snowy based on the provided context."
What is the population of the capital of the biggest country in Xylos-7?,swapped_0_with_2,1.0,1,0,YES,over 300 million people, 689 million people
What is the population of the capital of the biggest country in Xylos-7?,swapped_0_with_1,1.0,1,0,YES,over 300 million people, 689 million people
What is the energy source of the massive orbital platform known as the 'Aegis Station'?,swapped_4_with_5,1.0,1,1,NO,"The energy source of the massive orbital platform known as the 'Aegis Station' is a captured and contained miniature black hole, utilizing Hawking radiation.", The energy source of the Aegis Station is a miniature black hole.
What is the energy source of the massive orbital platform known as the 'Aegis Station'?,swapped_1_with_6,1.0,1,1,NO,"The energy source of the massive orbital platform known as the 'Aegis Station' is a captured and contained miniature black hole, utilizing Hawking radiation.", The energy source of the Aegis Station is a miniature black hole.
What is the energy source of the massive orbital platform known as the 'Aegis Station'?,swapped_1_with_5,1.0,1,1,NO,"The energy source of the massive orbital platform known as the 'Aegis Station' is a captured and contained miniature black hole, utilizing Hawking radiation.", The energy source of the Aegis Station is a miniature black hole.
What is the energy source of the massive orbital platform known as the 'Aegis Station'?,swapped_1_with_4,1.0,1,1,NO,"The energy source of the massive orbital platform known as the 'Aegis Station' is a captured and contained miniature black hole, utilizing Hawking radiation.", The energy source of the Aegis Station is a miniature black hole.
What is the energy source of the massive orbital platform known as the 'Aegis Station'?,swapped_1_with_3,1.0,1,1,NO,"The energy source of the massive orbital platform known as the 'Aegis Station' is a captured and contained miniature black hole, utilizing Hawking radiation.", The energy source of the Aegis Station is a miniature black hole.
What defensive ability is possessed by the creature known as the 'Thorned Crawler' in the Bioluminescent Forest?,swapped_6_with_7,1.0,1,1,NO,The 'Thorned Crawler' can instantaneously grow razor-sharp crystalline thorns across its body when threatened., The Thorned Crawler possesses the ability to grow razor-sharp crystalline thorns across its body when threatened.
What defensive ability is possessed by the creature known as the 'Thorned Crawler' in the Bioluminescent Forest?,swapped_5_with_7,1.0,1,1,NO,The 'Thorned Crawler' can instantaneously grow razor-sharp crystalline thorns across its body when threatened., The Thorned Crawler possesses the ability to grow razor-sharp crystalline thorns across its body when threatened.
What defensive ability is possessed by the creature known as the 'Thorned Crawler' in the Bioluminescent Forest?,swapped_5_with_6,1.0,1,1,NO,The 'Thorned Crawler' can instantaneously grow razor-sharp crystalline thorns across its body when threatened., The Thorned Crawler possesses the ability to grow razor-sharp crystalline thorns across its body when threatened.
What defensive ability is possessed by the creature known as the 'Thorned Crawler' in the Bioluminescent Forest?,swapped_4_with_5,1.0,1,1,NO,The 'Thorned Crawler' can instantaneously grow razor-sharp crystalline thorns across its body when threatened., The Thorned Crawler possesses the ability to grow razor-sharp crystalline thorns across its body when threatened.
Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,swapped_3_with_4,1.0,1,1,NO,The Q3 launch of Project Nebula at Vortex Corp was postponed because of a major security flaw discovered in the authentication module of the QuantumLeap framework., The Q3 launch of Project Nebula at Vortex Corp was postponed due to a critical security vulnerability within the QuantumLeap framework's authentication system.
Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,swapped_2_with_4,1.0,1,1,NO,The Q3 launch of Project Nebula at Vortex Corp was postponed because of a major security flaw discovered in the authentication module of the QuantumLeap framework., The Q3 launch of Project Nebula at Vortex Corp was postponed due to a critical security vulnerability within the QuantumLeap framework's authentication system.
Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,swapped_2_with_3,1.0,1,1,NO,The Q3 launch of Project Nebula at Vortex Corp was postponed because of a major security flaw discovered in the authentication module of the QuantumLeap framework., The Q3 launch of Project Nebula at Vortex Corp was postponed due to a critical security vulnerability within the QuantumLeap framework's authentication system.
Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,swapped_1_with_3,1.0,1,1,NO,The Q3 launch of Project Nebula at Vortex Corp was postponed because of a major security flaw discovered in the authentication module of the QuantumLeap framework., The Q3 launch of Project Nebula at Vortex Corp was postponed due to a critical security vulnerability within the QuantumLeap framework's authentication system.
Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,swapped_1_with_2,1.0,1,1,NO,The Q3 launch of Project Nebula at Vortex Corp was postponed because of a major security flaw discovered in the authentication module of the QuantumLeap framework., The Q3 launch of Project Nebula at Vortex Corp was postponed due to a critical security vulnerability within the QuantumLeap framework's authentication system.
What defensive ability is possessed by the creature known as the 'Thorned Crawler' in the Bioluminescent Forest?,swapped_3_with_7,1.0,1,1,NO,The 'Thorned Crawler' can instantaneously grow razor-sharp crystalline thorns across its body when threatened., The Thorned Crawler possesses the ability to grow razor-sharp crystalline thorns across its body when threatened.
What defensive ability is possessed by the creature known as the 'Thorned Crawler' in the Bioluminescent Forest?,swapped_3_with_6,1.0,1,1,NO,The 'Thorned Crawler' can instantaneously grow razor-sharp crystalline thorns across its body when threatened., The Thorned Crawler possesses the ability to grow razor-sharp crystalline thorns across its body when threatened.
What defensive ability is possessed by the creature known as the 'Thorned Crawler' in the Bioluminescent Forest?,swapped_3_with_5,1.0,1,1,NO,The 'Thorned Crawler' can instantaneously grow razor-sharp crystalline thorns across its body when threatened., The Thorned Crawler possesses the ability to grow razor-sharp crystalline thorns across its body when threatened.
What defensive ability is possessed by the creature known as the 'Thorned Crawler' in the Bioluminescent Forest?,swapped_3_with_4,1.0,1,1,NO,The 'Thorned Crawler' can instantaneously grow razor-sharp crystalline thorns across its body when threatened., The Thorned Crawler possesses the ability to grow razor-sharp crystalline thorns across its body when threatened.
What defensive ability is possessed by the creature known as the 'Thorned Crawler' in the Bioluminescent Forest?,swapped_2_with_5,1.0,1,1,NO,The 'Thorned Crawler' can instantaneously grow razor-sharp crystalline thorns across its body when threatened., The Thorned Crawler possesses the ability to grow razor-sharp crystalline thorns across its body when threatened.
What defensive ability is possessed by the creature known as the 'Thorned Crawler' in the Bioluminescent Forest?,swapped_2_with_4,1.0,1,1,NO,The 'Thorned Crawler' can instantaneously grow razor-sharp crystalline thorns across its body when threatened., The Thorned Crawler possesses the ability to grow razor-sharp crystalline thorns across its body when threatened.
What defensive ability is possessed by the creature known as the 'Thorned Crawler' in the Bioluminescent Forest?,swapped_2_with_3,1.0,1,1,NO,The 'Thorned Crawler' can instantaneously grow razor-sharp crystalline thorns across its body when threatened., The Thorned Crawler possesses the ability to grow razor-sharp crystalline thorns across its body when threatened.
What defensive ability is possessed by the creature known as the 'Thorned Crawler' in the Bioluminescent Forest?,swapped_1_with_7,1.0,1,1,NO,The 'Thorned Crawler' can instantaneously grow razor-sharp crystalline thorns across its body when threatened., The Thorned Crawler possesses the ability to grow razor-sharp crystalline thorns across its body when threatened.
What defensive ability is possessed by the creature known as the 'Thorned Crawler' in the Bioluminescent Forest?,swapped_1_with_4,1.0,1,1,NO,The 'Thorned Crawler' can instantaneously grow razor-sharp crystalline thorns across its body when threatened., The Thorned Crawler possesses the ability to grow razor-sharp crystalline thorns across its body when threatened.
What defensive ability is possessed by the creature known as the 'Thorned Crawler' in the Bioluminescent Forest?,swapped_1_with_3,1.0,1,1,NO,The 'Thorned Crawler' can instantaneously grow razor-sharp crystalline thorns across its body when threatened., The Thorned Crawler possesses the ability to grow razor-sharp crystalline thorns across its body when threatened.
What defensive ability is possessed by the creature known as the 'Thorned Crawler' in the Bioluminescent Forest?,swapped_1_with_2,1.0,1,1,NO,The 'Thorned Crawler' can instantaneously grow razor-sharp crystalline thorns across its body when threatened., The Thorned Crawler possesses the ability to grow razor-sharp crystalline thorns across its body when threatened.
What is the sole food source for the Glimmerwing Moths of Aeridor?,swapped_1_with_4,1.0,1,1,NO,the pollen of the nocturnal Moonsilk Flower, The sole food source for the Glimmerwing Moths of Aeridor is the pollen from the Moonsilk Flower.
What is the sole food source for the Glimmerwing Moths of Aeridor?,swapped_1_with_3,1.0,1,1,NO,the pollen of the nocturnal Moonsilk Flower, The sole food source for the Glimmerwing Moths of Aeridor is the pollen from the Moonsilk Flower.
What is the sole food source for the Glimmerwing Moths of Aeridor?,swapped_1_with_2,1.0,1,1,NO,the pollen of the nocturnal Moonsilk Flower, The sole food source for the Glimmerwing Moths of Aeridor is the pollen from the Moonsilk Flower.
What is the sole food source for the Glimmerwing Moths of Aeridor?,swapped_0_with_9,1.0,1,1,NO,the pollen of the nocturnal Moonsilk Flower, The sole food source for the Glimmerwing Moths of Aeridor is the pollen from the Moonsilk Flower.
What is the sole food source for the Glimmerwing Moths of Aeridor?,swapped_0_with_7,1.0,1,1,NO,the pollen of the nocturnal Moonsilk Flower, The sole food source for the Glimmerwing Moths of Aeridor is the pollen from the Moonsilk Flower.
What is the sole food source for the Glimmerwing Moths of Aeridor?,swapped_0_with_6,1.0,1,1,NO,the pollen of the nocturnal Moonsilk Flower, The sole food source for the Glimmerwing Moths of Aeridor is the pollen from the Moonsilk Flower.
What is the sole food source for the Glimmerwing Moths of Aeridor?,swapped_0_with_5,1.0,1,1,NO,the pollen of the nocturnal Moonsilk Flower, The sole food source for the Glimmerwing Moths of Aeridor is the pollen from the Moonsilk Flower.
What is the sole food source for the Glimmerwing Moths of Aeridor?,swapped_0_with_4,1.0,1,1,NO,the pollen of the nocturnal Moonsilk Flower, The sole food source for the Glimmerwing Moths of Aeridor is the pollen from the Moonsilk Flower.
What is the sole food source for the Glimmerwing Moths of Aeridor?,swapped_0_with_3,1.0,1,1,NO,the pollen of the nocturnal Moonsilk Flower, The sole food source for the Glimmerwing Moths of Aeridor is the pollen from the Moonsilk Flower.
What is the sole food source for the Glimmerwing Moths of Aeridor?,swapped_0_with_2,1.0,1,1,NO,the pollen of the nocturnal Moonsilk Flower, The sole food source for the Glimmerwing Moths of Aeridor is the pollen from the Moonsilk Flower.
What is the sole food source for the Glimmerwing Moths of Aeridor?,swapped_0_with_1,1.0,1,1,NO,the pollen of the nocturnal Moonsilk Flower, The sole food source for the Glimmerwing Moths of Aeridor is the pollen from the Moonsilk Flower.
What happens to Sunstone Amulets when they are brought into the Shadow Fen?,swapped_2_with_3,1.0,1,1,NO,"When a Sunstone Amulet is brought into the Shadow Fen, its magical energy is completely nullified by the region's ambient dark magic.", The Sunstone Amulets lose all of their power upon entering the Shadow Fen.
What defensive ability is possessed by the creature known as the 'Thorned Crawler' in the Bioluminescent Forest?,swapped_0_with_4,1.0,1,1,NO,The 'Thorned Crawler' can instantaneously grow razor-sharp crystalline thorns across its body when threatened., The Thorned Crawler possesses the ability to grow razor-sharp crystalline thorns across its body when threatened.
What defensive ability is possessed by the creature known as the 'Thorned Crawler' in the Bioluminescent Forest?,swapped_0_with_3,1.0,1,1,NO,The 'Thorned Crawler' can instantaneously grow razor-sharp crystalline thorns across its body when threatened., The Thorned Crawler possesses the ability to grow razor-sharp crystalline thorns across its body when threatened.
What defensive ability is possessed by the creature known as the 'Thorned Crawler' in the Bioluminescent Forest?,swapped_0_with_2,1.0,1,1,NO,The 'Thorned Crawler' can instantaneously grow razor-sharp crystalline thorns across its body when threatened., The Thorned Crawler possesses the ability to grow razor-sharp crystalline thorns across its body when threatened.
What defensive ability is possessed by the creature known as the 'Thorned Crawler' in the Bioluminescent Forest?,swapped_0_with_1,1.0,1,1,NO,The 'Thorned Crawler' can instantaneously grow razor-sharp crystalline thorns across its body when threatened., The Thorned Crawler possesses the ability to grow razor-sharp crystalline thorns across its body when threatened.
What is the sole food source for the Glimmerwing Moths of Aeridor?,swapped_3_with_8,1.0,1,1,NO,the pollen of the nocturnal Moonsilk Flower, The sole food source for the Glimmerwing Moths of Aeridor is the pollen from the Moonsilk Flower.
What is the sole food source for the Glimmerwing Moths of Aeridor?,swapped_3_with_7,1.0,1,1,NO,the pollen of the nocturnal Moonsilk Flower, The sole food source for the Glimmerwing Moths of Aeridor is the pollen from the Moonsilk Flower.
What is the sole food source for the Glimmerwing Moths of Aeridor?,swapped_3_with_6,1.0,1,1,NO,the pollen of the nocturnal Moonsilk Flower, The sole food source for the Glimmerwing Moths of Aeridor is the pollen from the Moonsilk Flower.
