question,removed_token,token_impact_score,original_score,new_score,score_flip,original_rag_answer,perturbed_answer
What are the two core elements that make up Volcanic 'Magma-Shields'?,fire,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,of,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,power,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What is the primary function of a Zylosian Geo-Resonator?,Zylosian,1.0,1,1,NO,to emit a harmonic wave that stabilizes volatile Chronium deposits during mining., The primary function of a Zylosian Geo-Resonator is to stabilize highly reactive Chronium deposits by generating a low-frequency harmonic wave.
What are the two core elements that make up Volcanic 'Magma-Shields'?,harvested,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,is,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,degrees.Lava-Stone,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,2000,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,over,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,of,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,temperatures,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,withstand,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,can,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,craftsmen.Magma-Shield,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,legendary,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,are,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,volcano,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,the,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,of,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,Forge-Masters,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,magma.The,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,active,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,by,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,heated,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,forges,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,in,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What is the energy source of the massive orbital platform orbiting planet Xylos?,radiation.The,1.0,1,1,NO,"A captured and contained miniature black hole, utilizing Hawking radiation.", The energy source of the massive orbital platform orbiting planet Xylos is a captured and contained miniature black hole.
What are the two core elements that make up Volcanic 'Magma-Shields'?,work,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,smiths,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,edges.Volcanic,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,the,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,honors,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,culture,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,flows.Volcanic,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,volcanic,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,cooling,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,from,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,with,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,reinforced,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,then,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,is,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,Lava-Stone,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,heat.The,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,extreme,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,resists,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,naturally,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,civilization.Magma-Shields,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,volcanic,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,of,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,center,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,the,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,is,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,Fire-Mountain,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What is the traditional weapon of the 'Sky-Guardians' of the Citadel?,"energy."",",1.0,1,1,NO,The traditional weapon of the 'Sky-Guardians' of the Citadel is a ceremonial blade forged from 'Storm-Metal'., The traditional weapon of the Sky-Guardians is a ceremonial blade forged from Storm-Metal.
What is the traditional weapon of the 'Sky-Guardians' of the Citadel?,threats.The,1.0,1,1,NO,The traditional weapon of the 'Sky-Guardians' of the Citadel is a ceremonial blade forged from 'Storm-Metal'., The traditional weapon of the Sky-Guardians is a ceremonial blade forged from Storm-Metal.
What are the two core elements that make up Volcanic 'Magma-Shields'?,cutting,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,geothermal,1.0,1,0,YES,geothermal energy and psychic energy, Ambient energy from the planet's core and psychic energy emanated by Xylos's sentient life forms.
What are the two core elements that make up Volcanic 'Magma-Shields'?,and,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,flexibility,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,both,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,provides,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,that,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,'Obsidian-Mesh',1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,that,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,'Lava-Stone',1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,of,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,base,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,a,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,with,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,forged,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,are,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,'Magma-Shields',1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two core elements that make up Volcanic 'Magma-Shields'?,Volcanic,1.0,1,1,NO,'Lava-Stone' and 'Obsidian-Mesh', Lava-Stone and Obsidian-Mesh
What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,localized,1.0,1,1,NO,"The two main defensive mechanisms of a Xylotian 'Guardian Orb' drone are emitting a powerful, localized kinetic pulse to physically repel threats and generating a disorienting multi-spectral light pattern to confuse attackers."," 1. Powerful, kinetic pulse
2. Disorienting multi-spectral light pattern"
What kind of power source is used by the ancient 'War Golems' found in the Desert of Bones?,"Cores',",1.0,1,0,YES,Animus Cores, Self-contained 'Animus pulsing with captured magical energy.'
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,'Sunpetal,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,"species."",",1.0,1,1,NO,The two key functions of 'Symbiotic Spores' in Xylotian terraforming pods are breaking down hostile native soil into a nutrient-rich substrate and releasing dormant Xylotian flora seeds to begin atmospheric oxygenation., Breaking down hostile native soil into a nutrient-rich substrate and releasing dormant Xylotian flora seeds to begin atmospheric oxygenation.
What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,"viable,",1.0,1,1,NO,The two key functions of 'Symbiotic Spores' in Xylotian terraforming pods are breaking down hostile native soil into a nutrient-rich substrate and releasing dormant Xylotian flora seeds to begin atmospheric oxygenation., Breaking down hostile native soil into a nutrient-rich substrate and releasing dormant Xylotian flora seeds to begin atmospheric oxygenation.
What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,'Once,1.0,1,1,NO,The two key functions of 'Symbiotic Spores' in Xylotian terraforming pods are breaking down hostile native soil into a nutrient-rich substrate and releasing dormant Xylotian flora seeds to begin atmospheric oxygenation., Breaking down hostile native soil into a nutrient-rich substrate and releasing dormant Xylotian flora seeds to begin atmospheric oxygenation.
What two powers do Cosmic 'Star-Weavers' channel through their craft?,'Nebula-Yarn',1.0,1,0,YES,"""Nebula-Yarn"" and ""Galaxy-Patterns"""," Star-Weavers channel the power to shape space and bend space-time on a cosmic scale, based on the provided context."
What are the two fundamental materials used in Ethereal 'Ghost-Nets'?,'Spirit-Thread',1.0,1,0,YES,"""Spirit-Thread"" and ""Phantom-Wire""", Ectoplasmic residue and Phantom-Wire
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,Balm',1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What two distinct capabilities do Quantum 'Reality-Shapers' possess?,'Probability-Fields',1.0,1,1,NO,Quantum 'Reality-Shapers' can manipulate 'Probability-Fields' to alter the likelihood of events occurring and generate 'Dimension-Rifts' that create temporary portals between parallel realities., Manipulation to alter event likelihood and generation of Dimension-Rifts
What are the two essential components of Mystic 'Rune-Stones'?,'Power-Ink',1.0,1,0,YES,Memory-Marble and Power-Ink, Memory-Marble and magical essence
What two abilities do Phantom 'Wraith-Riders' possess while mounted?,for,1.0,1,1,NO,"""Phase-Gallops"" and ""Spirit-Charges""", Phantom 'Wraith-Riders' possess the abilities of 'Phase-Gallops' and 'Spirit-Charges' while mounted.
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,main,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,properties.The,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,regenerative,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,rapid,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,its,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,for,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,known,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,potion,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,healing,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,prized,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,highly,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,a,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,is,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,from,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,derived,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,powder,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,ground,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,finely,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,the,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,is,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,balm,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,this,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,create,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What are the two primary ingredients in Alchemical 'Transformation-Elixirs'?,require,1.0,1,1,NO,Essence-Pearls and Metamorphic-Acid, Transformation-Elixirs consist of Essence-Pearls and Metamorphic-Acid.
What two functions does the Temporal 'Flux-Anchor' device serve?,'Flux-Anchor',1.0,1,0,YES,"The Temporal 'Flux-Anchor' device serves two functions: creating 'Time-Locks' that prevent temporal manipulation in a localized area, and generating 'Chronos-Pulses' that can slow or accelerate time flow within its range.", The Temporal 'Flux-Anchor' device serves functions for temporal stability and spatial shimmering barriers.
What are the two core materials in Resonant 'Harmony-Bells'?,'Echo-Gems',1.0,1,0,YES,Song-Bronze and Echo-Gems, Song-Bronze and an unspecified material that amplifies and modulates the bell's resonance.
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,to,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,required,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,in,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,only,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,grows,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,Glow-Moss,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,adventurers.,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,by,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,carried,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,often,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,is,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,Balm,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,'Sunpetal,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,"plant."",",1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,bioluminescent,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,rare,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,a,1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
What is the primary ingredient of the healing potion known as 'Sunpetal Balm'?,"'Glow-Moss',",1.0,1,1,NO,the finely ground powder derived from 'Glow-Moss', Glow-Moss
